18.04.2014; Жим ногами + дотяг;;;;;;;;;;;;;;;;;;;;;;;;;
;;;10;10;10;;;;;;;;;;;;;;;1158;30;62%;38.6;61.88; 18.71   ;
;;Подъем штанги на бицепс стоя;30;30;30;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;21;21;21;;;;;;;;;;;;;;;1890;63;45%;30;66.67; 28.35   ;
13.04.2016; Скам 130 яма до 180х1 плинт 205 2х1;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания на скамью;130;130;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;;;;;;;;;;;;;;;;1040;8;79%;130;164.57; 6.32   ;
;;Становая тяга из ямы;60;80;100;120;140;160;170;180;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;3;3;2;1;1;1;;;;;;;;;;2070;20;52%;103.5;200; 10.35   ;
;;Становая тяга с плинтов;205;205;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;1;1;;;;;;;;;;;;;;;;410;2;93%;205;220; 1.86   ;
;;Наклоны со штангой на плечах;100;100;100;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;6;6;6;;;;;;;;;;;;;;;1800;18;58%;100;173.79; 10.36   ;
15.04.2016; Жим 90 5х6 100 4х5 110 3х3 разное;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;50;70;90;90;90;90;90;100;100;100;100;110;110;110;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;8;6;6;6;6;6;6;5;5;5;5;3;3;3;;;;6510;73;65%;89.17808219;137.5; 47.35   ;
;;Сведение в кроссовере через верхние блоки;27;36;36;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;1188;36;43%;33;76.24; 15.58   ;
;;Жим гантелей на скамье с наклоном вверх;29.5;29.5;29.5;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;6;6;6;;;;;;;;;;;;;;;531;18;74%;29.5;39.6; 13.41   ;
;;;30 град;30 град;30 град;;;;;;;;;;;;;;;;;;;;;
;;Тяга штанги в наклоне;60;70;80;90;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;12;;;;;;;;;;;;;;3600;48;56%;75;133.33; 27.00   ;
;;Подъем штанги на бицепс стоя;25;25;25;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;21;21;21;;;;;;;;;;;;;;;1575;63;37%;25;66.67; 23.62   ;
18.04.2016; Присед до 200 тяга 120;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;60;100;120;140;160;180;190;200;155;155;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;4;2;1;1;1;1;5;5;;;;;;;;3740;29;61%;128.9655172;210; 17.81   ;
;;Становая тяга;60;100;120;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;3;;;;;;;;;;;;;;;1060;12;42%;88.33333333;212.5; 4.99   ;
20.04.2016; Жим 127 6х2 спина бицепс;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;60;80;100;120;127.5;127.5;127.5;127.5;127.5;127.5;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;3;1;2;2;2;2;2;2;;;;;;;;2570;25;75%;102.8;137.5; 18.69   ;
;;Бабочка;55;;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;20;;;;;;;;;;;;;;;;;1100;20;40%;55;139.09; 7.91   ;
;;Верхний хаммер;40;40;40;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;1440;36;41%;40;98.18; 14.67   ;
;;Горизонтальная тяга узким хватом в блочном тренажере;68;73;77;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;2616;36;66%;72.66666667;109.33; 23.93   ;
;;Молоток;20.4;22.7;25;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;817.2;36;58%;22.7;39.17; 20.86   ;
22.04.2016; Прис пауза 130 3х3 тяга 140 5х4;;;;;;;;;;;;;;;;;;;;;;;;;
;;Присед с паузой внизу;130;130;130;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;3;3;;;;;;;;;;;;;;;1170;9;85%;130;152.73; 7.66   ;
;;;2 с;;;;;;;;;;;;;;;;;;;;;;;
;;Становая тяга;140;140;140;140;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;4;;;;;;;;;;;;;;2240;16;66%;140;212.5; 10.54   ;
25.04.2016; Жим по 5 100-115 грудь спина биц;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;60;80;100;110;110;115;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;5;5;5;;;;;;;;;;;;2875;30;70%;95.83333333;137.5; 20.91   ;
;;Бабочка;60;60;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;20;20;;;;;;;;;;;;;;;;2400;40;43%;60;139.09; 17.26   ;
;;Тяга гантели одной рукой в наклоне;40.9;40.9;40.9;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;1227;30;66%;40.9;61.88; 19.83   ;
;;Рычажная тяга;65;65;65;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;2925;45;60%;65;108; 27.08   ;
;;Подъем штанги на бицепс стоя;30;30;30;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;21;21;21;;;;;;;;;;;;;;;1890;63;45%;30;66.67; 28.35   ;
27.04.2016; Прис до 185 3х1 яма до 150х3;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;60;100;120;140;155;155;170;170;185;185;185;140;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;3;2;3;3;2;2;1;1;1;6;;;;;;4345;33;63%;131.6666667;210; 20.69   ;
;;Становая тяга из ямы;70;90;110;130;150;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;4;3;;;;;;;;;;;;;2320;22;53%;105.4545455;200; 11.60   ;
29.04.2016; Грудь плечи спина легко;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги на скамье с наклоном вверх;60;60;60;60;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;10;;;;;;;;;;;;;;2400;40;50%;60;120; 20.00   ;
;;Жим гантелей лежа на горизонтальной скамье;27.2;27.2;27.2;27.2;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;12;;;;;;;;;;;;;;1305.6;48;61%;27.2;44.83; 29.12   ;
;;Жим сидя в тренажере;55;55;55;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;1650;30;34%;55;161.38; 10.22   ;
;;Вертикальная тяга верхнего блока к груди широким хватом;63;63;63;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;2268;36;52%;63;121.33; 18.69   ;
04.05.2016; Присед скам 130 3х4 тяга до 200;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания на скамью;130;130;130;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;;;;;;;;;;;;;;;1560;12;79%;130;164.57; 9.48   ;
;;Становая тяга;70;100;120;140;160;180;180;190;190;200;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;3;2;1;3;3;2;2;1;;;;;;;;3520;25;66%;140.8;212.5; 16.56   ;
06.05.2016; Жим 110-130х3-1 6 подх. Разное;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;60;80;100;110;110;110;120;120;130;130;100;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;2;3;3;3;2;2;1;1;12;;;;;;;3750;38;72%;98.68421053;137.5; 27.27   ;
;;Бабочка;65;65;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;20;20;;;;;;;;;;;;;;;;2600;40;47%;65;139.09; 18.69   ;
;;Жим сидя в тренажере;60;60;60;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;1800;30;37%;60;161.38; 11.15   ;
;;Верхний хаммер;50;50;50;50;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;8;8;8;8;;;;;;;;;;;;;;1600;32;51%;50;98.18; 16.30   ;
;;Нижний хаммер;50;50;50;50;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;8;8;8;8;;;;;;;;;;;;;;1600;32;75%;50;66.67; 24.00   ;
;;Разведение гантелей в стороны стоя;18.1;18.1;18.1;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;651.6;36;76%;18.1;23.69; 27.51   ;
;;Молоток;20.4;20.4;20.4;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;918;45;52%;20.4;39.17; 23.44   ;
09.05.2016; Легк прис до 160х3 тяга до 140х4;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;60;80;100;120;140;160;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;4;4;3;;;;;;;;;;;;2720;26;50%;104.6153846;210; 12.95   ;
;;Становая тяга;60;100;120;140;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;4;3;;;;;;;;;;;;;;1700;17;47%;100;212.5; 8.00   ;
11.05.2016; Жим 110 4х3 разное;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;50;70;90;110;110;110;110;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;7;6;5;3;3;3;3;;;;;;;;;;;2540;30;62%;84.66666667;137.5; 18.47   ;
;;Жим гантелей на скамье с наклоном вверх;27.2;29.5;31.8;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;1062;36;74%;29.5;39.6; 26.82   ;
;;;35 град;35 град;35 град;;;;;;;;;;;;;;;;;;;;;
;;Разведение гантелей на горизонтальной скамье;15.9;15.9;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;;;;;;;;;;;;;;;;477;30;61%;15.9;26.02; 18.33   ;
;;Верхний хаммер;40;40;40;40;40;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;12;12;;;;;;;;;;;;;2400;60;41%;40;98.18; 24.44   ;
;;Подъем штанги на бицепс стоя;35;35;35;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;21;21;21;;;;;;;;;;;;;;;2205;63;52%;35;66.67; 33.07   ;
13.05.2016; Прис пауза 130 яма до 200х1 накл 130;;;;;;;;;;;;;;;;;;;;;;;;;
;;Присед с паузой внизу;130;130;130;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;3;3;;;;;;;;;;;;;;;1170;9;85%;130;152.73; 7.66   ;
;;Становая тяга из ямы;60;100;120;140;160;180;200;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;4;4;3;2;1;;;;;;;;;;;2880;24;60%;120;200; 14.40   ;
;;Наклоны со штангой на плечах;130;130;130;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;6;6;6;;;;;;;;;;;;;;;2340;18;75%;130;173.79; 13.46   ;
16.05.2016; Жим до 90,100,110х6 разное;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;60;80;90;100;110;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;6;6;6;6;6;;;;;;;;;;;;;2640;30;64%;88;137.5; 19.20   ;
;;Жим штанги с груди сидя в смите;65;65;65;65;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;6;6;6;6;;;;;;;;;;;;;;1560;24;86%;65;75.48; 20.67   ;
;;Верхний хаммер;45;45;45;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;1350;30;46%;45;98.18; 13.75   ;
;;Нижний хаммер;45;45;45;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;1350;30;67%;45;66.67; 20.25   ;
;;Подъем штанги на бицепс стоя;37.5;37.5;37.5;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;21;21;21;;;;;;;;;;;;;;;2362.5;63;56%;37.5;66.67; 35.44   ;
;;Жим книзу в блочном тренажере двумя руками;35;38.5;42;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;1386;36;35%;38.5;109.33; 12.68   ;
18.05.2016; Прис 192 3х2 тяга 60-140 х 3;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;60;100;120;140;160;180;192.5;192.5;192.5;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;4;3;2;1;2;2;2;;;;;;;;;3355;26;61%;129.0384615;210; 15.98   ;
;;Становая тяга;60;80;100;120;140;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;3;3;3;3;;;;;;;;;;;;;1500;15;47%;100;212.5; 7.06   ;
20.05.2016; Жим слинг 145 4х2 разное;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;60;80;100;110;120;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;3;2;1;;;;;;;;;;;;;1260;15;61%;84;137.5; 9.16   ;
;;Жим лежа в слинге;130;137;145;145;145;145;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;1;1;2;2;2;2;;;;;;;;;;;;1427;10;90%;142.7;158.82; 8.99   ;
;;Жим сидя в тренажере;50;50;50;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;20;20;20;;;;;;;;;;;;;;;3000;60;31%;50;161.38; 18.59   ;
;;Горизонтальная тяга узким хватом в блочном тренажере;64;64;64;64;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;15;;;;;;;;;;;;;;3840;60;59%;64;109.33; 35.12   ;
;;Подьем на бицепс на скамье скота;27.5;27.5;27.5;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;9;;;;;;;;;;;;;;;907.5;33;69%;27.5;39.6; 22.92   ;
23.05.2016; Проходка тяга;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;120;120;120;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;3;3;;;;;;;;;;;;;;;1080;9;57%;120;210; 5.14   ;
;;Становая тяга;60;100;120;140;160;180;200;212.5;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;3;2;1;1;1;1;;;;;;;;;;2092.5;18;55%;116.25;212.5; 9.85   ;
25.05.2016; Жим 120 3х3 разное;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;60;80;100;110;120;120;120;105;105;100;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;3;1;3;3;3;4;4;6;;;;;;;;3550;36;72%;98.61111111;137.5; 25.82   ;
;;Жим штанги на скамье с наклоном вверх;70;80;80;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;6;6;6;;;;;;;;;;;;;;;1380;18;64%;76.66666667;120; 11.50   ;
;;Верхний хаммер;40;40;40;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;1200;30;41%;40;98.18; 12.22   ;
;;Нижний хаммер;45;45;45;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;1350;30;67%;45;66.67; 20.25   ;
;;Молоток;22.7;22.7;22.7;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;817.2;36;58%;22.7;39.17; 20.86   ;
27.05.2016; Легк присед до 160х2 тяга до 140;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;60;80;100;120;140;160;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;4;4;2;2;;;;;;;;;;;;2180;22;47%;99.09090909;210; 10.38   ;
;;Становая тяга;60;100;120;140;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;2;1;;;;;;;;;;;;;;1080;12;42%;90;212.5; 5.08   ;
30.05.2016; Слинг 150 5х3 спина трицепс;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;60;80;100;110;120;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;3;1;1;;;;;;;;;;;;;1150;14;60%;82.14285714;137.5; 8.36   ;
;;Жим лежа в слинге;130;140;150;150;150;150;150;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;2;1;2;3;3;2;3;;;;;;;;;;;2350;16;92%;146.875;158.82; 14.80   ;
;;Верхний хаммер;40;40;40;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;1200;30;41%;40;98.18; 12.22   ;
;;Нижний хаммер;40;40;40;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;1200;30;60%;40;66.67; 18.00   ;
;;Жим книзу в блочном тренажере двумя руками;68;68;68;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;3060;45;62%;68;109.33; 27.99   ;
01.06.2016; Присед до 160 2х1 тяга до 140х5;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;60;80;100;120;120;140;140;160;160;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;6;5;4;3;3;2;2;1;1;;;;;;;;;2760;27;49%;102.2222222;210; 13.14   ;
;;Становая тяга;60;80;100;120;140;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;5;5;;;;;;;;;;;;;2500;25;47%;100;212.5; 11.76   ;
03.06.2016; Легк жим до 110х3 спина бицепм;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;50;70;90;100;110;100;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;8;6;6;4;3;4;;;;;;;;;;;;2490;31;58%;80.32258065;137.5; 18.11   ;
;;Тяга гантели одной рукой в наклоне;34;36.3;38.6;40.9;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;15;;;;;;;;;;;;;;2247;60;61%;37.45;61.88; 36.31   ;
;;Рычажная тяга;75;75;75;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;2250;30;69%;75;108; 20.83   ;
;;Подьем на бицепс на скамье скота;22.5;22.5;22.5;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;1012.5;45;57%;22.5;39.6; 25.57   ;
06.06.2016; Прис скам, тяга плинты до 220х1;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания на скамью;130;130;130;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;3;3;;;;;;;;;;;;;;;1170;9;79%;130;164.57; 7.11   ;
;;Становая тяга с плинтов;70;100;130;150;170;190;200;210;220;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;3;2;1;1;1;1;1;1;;;;;;;;;1980;15;60%;132;220; 9.00   ;
08.06.2016; Жим слинг до 130-140х6 спина биц;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим лежа в слинге;60;80;100;110;120;130;135;140;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;10;10;8;6;6;5;;;;;;;;;;6050;55;69%;110;158.82; 38.09   ;
;;Вертикальная тяга верхнего блока к груди широким хватом;63;63;63;63;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;12;;;;;;;;;;;;;;3024;48;52%;63;121.33; 24.92   ;
;;Горизонтальная тяга узким хватом в блочном тренажере;64;64;64;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;2304;36;59%;64;109.33; 21.07   ;
;;Молоток;22.7;25;27.2;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;898.8;36;64%;24.96666667;39.17; 22.95   ;
10.06.2016; Легкий присед и тяга 140;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;60;80;100;120;140;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;3;2;1;;;;;;;;;;;;;1300;15;41%;86.66666667;210; 6.19   ;
;;Становая тяга из ямы;60;80;100;120;140;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;3;2;1;;;;;;;;;;;;;1300;15;43%;86.66666667;200; 6.50   ;
14.06.2016; Жим 112 7х3 125 3х1;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;100;112.5;112.5;112.5;112.5;112.5;112.5;112.5;125;125;125;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;3;3;3;3;3;3;3;1;1;1;;;;;;;3237.5;29;81%;111.637931;137.5; 23.55   ;
17.06.2016; Много приседа 100х12-160х4;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;100;110;120;130;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;10;10;8;;;;;;;;;;;;;;4540;40;54%;113.5;210; 21.62   ;
20.06.2016; Жим 110 3х3 117 4х2 разное;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;100;105;110;110;110;117.5;117.5;117.5;117.5;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;3;3;3;2;2;2;2;;;;;;;;;2955;27;80%;109.4444444;137.5; 21.49   ;
;;Разведение гантелей на горизонтальной скамье;13.6;13.6;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;20;20;;;;;;;;;;;;;;;;544;40;52%;13.6;26.02; 20.91   ;
;;Верхний хаммер;40;40;40;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;1440;36;41%;40;98.18; 14.67   ;
;;Нижний хаммер;40;40;40;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;1440;36;60%;40;66.67; 21.60   ;
;;Махи сидя;10;10;10;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;450;45;59%;10;16.88; 26.66   ;
;;Жим книзу в блочном тренажере двумя руками;59;59;59;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;2124;36;54%;59;109.33; 19.43   ;
;;;Канат;;;;;;;;;;;;;;;;;;;;;;;
;;Молоток;20.4;20.4;20.4;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;918;45;52%;20.4;39.17; 23.44   ;
24.06.2016; Прис 120 3х3 яма до 189;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;120;120;120;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;3;3;;;;;;;;;;;;;;;1080;9;57%;120;210; 5.14   ;
;;Становая тяга из ямы;60;80;100;120;140;160;180;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;4;3;2;1;;;;;;;;;;;2600;25;52%;104;200; 13.00   ;
27.06.2016; Жим 90 10х10;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;90;90;90;90;90;90;90;90;90;90;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;10;10;10;10;10;9;9;;;;;;;;8820;98;65%;90;137.5; 64.15   ;
;;Вертикальная тяга верхнего блока к груди широким хватом;59;59;59;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;2124;36;49%;59;121.33; 17.51   ;
29.06.2016; Прис до 170х1 яма, наклоны;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;60;100;120;140;160;170;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;3;2;1;1;;;;;;;;;;;;1670;16;50%;104.375;210; 7.95   ;
;;Становая тяга из ямы;60;100;120;140;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;3;2;;;;;;;;;;;;;;1340;14;48%;95.71428571;200; 6.70   ;
;;Наклоны со штангой на плечах;100;100;100;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;8;8;8;;;;;;;;;;;;;;;2400;24;58%;100;173.79; 13.81   ;
01.07.2016; Грудь плечи спина бицепс;;;;;;;;;;;;;;;;;;;;;;;;;
