18.04.2014; Жим ногами + дотяг;;;;;;;;;;;;;;;;;;;;;;;;;
;;Подъем на бицепс в блочном тренажере стоя;55;55;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;;;;;;;;;;;;;;;;1650;30;63%;55;86.67; 19.04   ;
;;Жим книзу в блочном тренажере двумя руками;;;;;;;;;;;;;;;;;;;;;;;;
14.01.2015; После болезни третья-тренажеры;;;;;;;;;;;;;;;;;;;;;;;;;
;;Бабочка;65;65;65;65;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;10;;;;;;;;;;;;;;2600;40;47%;65;139.09; 18.69   ;
;;Вертикальная тяга верхнего блока к груди широким хватом;68;68;68;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;2040;30;56%;68;121.33; 16.81   ;
;;Жим ногами в тренажере;200;200;200;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;8;8;8;;;;;;;;;;;;;;;4800;24;51%;200;394.84; 12.16   ;
;;Подъем на бицепс в блочном тренажере стоя;65;65;65;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;1950;30;75%;65;86.67; 22.50   ;
;;Жим книзу в блочном тренажере двумя руками;73;73;73;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;2190;30;67%;73;109.33; 20.03   ;
19.01.2015; Легкий жим плечи;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;70;70;80;80;90;90;90;90;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;4;4;3;3;3;3;;;;;;;;;;2420;30;59%;80.66666667;137.5; 17.60   ;
;;Жим гантелей на скамье с наклоном вверх;27.2;27.2;27.2;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;6;6;6;;;;;;;;;;;;;;;489.6;18;69%;27.2;39.6; 12.36   ;
;;Жим гантелей сидя;18;18;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;20;20;;;;;;;;;;;;;;;;720;40;49%;18;36.93; 19.50   ;
;;Разведение гантелей в стороны стоя;11;11;11;11;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;10;;;;;;;;;;;;;;440;40;46%;11;23.69; 18.57   ;
;;Жим книзу в блочном тренажере двумя руками;77;77;77;77;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;10;;;;;;;;;;;;;;3080;40;70%;77;109.33; 28.17   ;
21.01.2015; Восстанавливаюсь.. жим ногами ноги тяга;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим ногами в тренажере;220;240;240;240;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;10;;;;;;;;;;;;;;9400;40;60%;235;394.84; 23.81   ;
;;Сгибание ног лежа на тренажере;57;57;57;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;1710;30;54%;57;104.73; 16.33   ;
;;Разгибания ног на тренажере;85;85;85;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;2550;30;55%;85;153.33; 16.63   ;
;;Становая тяга;120;120;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;;;;;;;;;;;;;;;;1200;10;56%;120;212.5; 5.65   ;
;;Гиперэкстензия;0;0;0;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;0;45;0%;0;57.6; -     ;
24.01.2015; Жим 100 5х3 плечи спина бицепс;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;70;85;85;100;100;100;100;100;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;4;3;3;3;3;3;;;;;;;;;;2530;28;66%;90.35714286;137.5; 18.40   ;
;;Жим гантелей лежа на горизонтальной скамье;22.7;0;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;;;;;;;;;;;;;;;;340.5;30;25%;11.35;44.83; 7.60   ;
;;Бабочка;75;;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;;;;;;;;;;;;;;;;;1125;15;54%;75;139.09; 8.09   ;
;;Разведение гантелей в стороны стоя;9;9;9;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;405;45;38%;9;23.69; 17.10   ;
;;Подъем гантелей перед собой;9;9;9;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;405;45;50%;9;18; 22.50   ;
;;Верхний хаммер;40;40;40;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;1440;36;41%;40;98.18; 14.67   ;
;;Нижний хаммер;40;40;40;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;1440;36;60%;40;66.67; 21.60   ;
;;Молоток;15.9;15.9;15.9;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;572.4;36;41%;15.9;39.17; 14.61   ;
26.01.2015; Тяга 160 2х2 плинты 180 2х2 первая после болезги;;;;;;;;;;;;;;;;;;;;;;;;;
;;Становая тяга;100;120;120;140;140;160;160;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;4;3;3;2;2;;;;;;;;;;;2940;23;60%;127.826087;212.5; 13.84   ;
;;Становая тяга с плинтов;180;180;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;2;2;;;;;;;;;;;;;;;;720;4;82%;180;220; 3.27   ;
28.01.2015; Жим пауза 80-90 9х3 разводка плечи спина бицепс;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим лежа с паузой;80;80;80;85;85;85;90;90;90;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;3;3;3;3;3;3;3;3;;;;;;;;;2295;27;67%;85;127.06; 18.06   ;
;;;2 с;;;;;;;;;;;;;;;;;;;;;;;
;;Разведение гантелей на горизонтальной скамье;15.9;15.9;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;;;;;;;;;;;;;;;;381.6;24;61%;15.9;26.02; 14.67   ;
;;Жим сидя в тренажере;50;40;40;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;15;15;;;;;;;;;;;;;;;1800;42;27%;42.85714286;161.38; 11.15   ;
;;Махи сидя;10;10;10;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;360;36;59%;10;16.88; 21.33   ;
;;Вертикальная тяга верхнего блока к груди широким хватом;63.5;63.5;63.5;63.5;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;12;;;;;;;;;;;;;;3048;48;52%;63.5;121.33; 25.12   ;
;;Подъем штанги на бицепс стоя;40;40;40;40;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;12;;;;;;;;;;;;;;1920;48;60%;40;66.67; 28.80   ;
30.01.2015; Тяга плинты 180 3х3 190х1 тяга 140 2х4;;;;;;;;;;;;;;;;;;;;;;;;;
;;Становая тяга с плинтов;170;180;180;180;190;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;3;3;3;1;;;;;;;;;;;;;2660;15;81%;177.3333333;220; 12.09   ;
;;Становая тяга;140;140;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;;;;;;;;;;;;;;;;1120;8;66%;140;212.5; 5.27   ;
02.02.2015; Жим пауза 3 с 80-90 9х3 плечи трицепс;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим лежа с паузой;80;80;80;85;85;85;90;90;90;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;3;3;3;3;3;3;3;3;;;;;;;;;2295;27;67%;85;127.06; 18.06   ;
;;;3 сек;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги узким хватом лежа;75;75;75;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;;;;;;;;;;;;;;;1125;15;78%;75;95.62; 11.77   ;
;;Подъем гантелей перед собой;10;10;10;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;360;36;56%;10;18; 20.00   ;
;;Разведение гантелей в стороны стоя;10;10;10;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;360;36;42%;10;23.69; 15.20   ;
;;Французский жим лежа;40;40;40;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;1200;30;67%;40;60; 20.00   ;
04.02.2015; Присед 175 3х1 тяга 140 3х4 сгиб разгиб;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;100;120;140;160;175;175;175;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;3;2;1;1;1;;;;;;;;;;;2245;17;63%;132.0588235;210; 10.69   ;
;;Сгибание ног лежа на тренажере;57;57;57;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;2052;36;54%;57;104.73; 19.59   ;
;;Становая тяга;140;140;140;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;;;;;;;;;;;;;;;1680;12;66%;140;212.5; 7.91   ;
;;Разгибания ног на тренажере;85;95;105;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;3420;36;62%;95;153.33; 22.30   ;
06.02.2015; Жим пауза 5с 80-90 9х3 грудь плечи бицепс;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим лежа с паузой;80;80;80;85;85;85;90;90;90;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;3;3;3;3;3;3;3;3;;;;;;;;;2295;27;67%;85;127.06; 18.06   ;
;;;5 с;;;;;;;;;;;;;;;;;;;;;;;
;;Жим гантелей на скамье с наклоном вверх;34;34;34;34;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;6;6;6;6;;;;;;;;;;;;;;816;24;86%;34;39.6; 20.61   ;
;;Бабочка;70;70;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;;;;;;;;;;;;;;;;2100;30;50%;70;139.09; 15.10   ;
;;Жим гантелей сидя;25;25;25;25;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;8;8;8;8;;;;;;;;;;;;;;800;32;68%;25;36.93; 21.66   ;
;;Подъем гантелей на бицепс сидя;13;13;13;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;468;36;66%;13;19.58; 23.90   ;
09.02.2015; Присед 140 3х4 тяга 175 3х3 гипер;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;100;120;140;140;140;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;3;4;4;4;;;;;;;;;;;;;2540;20;60%;127;210; 12.10   ;
;;Становая тяга;100;120;140;160;175;175;175;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;3;3;3;3;3;;;;;;;;;;;3355;23;69%;145.8695652;212.5; 15.79   ;
;;Гиперэкстензия;0;0;0;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;0;45;0%;0;57.6; -     ;
11.02.2015; Жим пауза 80-90 3/5/3 грудь трицепс;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим лежа с паузой;80;80;80;85;85;85;90;90;90;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;5;3;3;5;3;3;5;3;;;;;;;;;2805;33;67%;85;127.06; 22.08   ;
;;;2с;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги узким хватом лежа;75;75;75;75;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;5;;;;;;;;;;;;;;1500;20;78%;75;95.62; 15.69   ;
;;Бабочка;75;75;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;;;;;;;;;;;;;;;;2250;30;54%;75;139.09; 16.18   ;
;;Жим книзу в блочном тренажере двумя руками;38.5;38.5;38.5;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;1732.5;45;35%;38.5;109.33; 15.85   ;
;;;Слева;;;;;;;;;;;;;;;;;;;;;;;
13.02.2015; Присед лавка 140 4х4 полн 170 3х2 тяга 170 2х5 плинты;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания на скамью;140;140;140;140;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;4;;;;;;;;;;;;;;2240;16;85%;140;164.57; 13.61   ;
;;Приседания со штангой на плечах;170;170;170;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;2;2;2;;;;;;;;;;;;;;;1020;6;81%;170;210; 4.86   ;
;;Становая тяга с плинтов;170;170;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;;;;;;;;;;;;;;;;1700;10;77%;170;220; 7.73   ;
16.02.2015; Жим пауза 2с 85-95 9х3 дожим 120 3х2 спина бицепс;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим лежа с паузой;85;85;85;90;90;90;95;95;95;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;3;3;3;3;3;3;3;3;;;;;;;;;2430;27;71%;90;127.06; 19.12   ;
;;;2с;;;;;;;;;;;;;;;;;;;;;;;
;;Жим с бруска;120;120;120;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;2;2;2;;;;;;;;;;;;;;;720;6;78%;120;154.29; 4.67   ;
;;; Брусок 7; Брусок 7; Брусок 7;;;;;;;;;;;;;;;;;;;;;
;;Вертикальная тяга верхнего блока к груди широким хватом;63.5;68;72;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;2442;36;56%;67.83333333;121.33; 20.13   ;
;;Горизонтальная тяга узким хватом в блочном тренажере;64;64;64;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;2304;36;59%;64;109.33; 21.07   ;
;;Подъем штанги на бицепс стоя;40;40;40;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;1200;30;60%;40;66.67; 18.00   ;
;;Молоток;18.1;18.1;18.1;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;543;30;46%;18.1;39.17; 13.86   ;
18.02.2015; Присед пауза 130 3х4 тяга яма 155 4з3 с паузами 130 3х3;;;;;;;;;;;;;;;;;;;;;;;;;
;;Присед с паузой внизу;130;130;130;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;;;;;;;;;;;;;;;1560;12;85%;130;152.73; 10.21   ;
;;Становая тяга из ямы;100;120;140;155;155;155;155;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;3;3;3;3;3;;;;;;;;;;;3260;24;68%;135.8333333;200; 16.30   ;
;;Становая тяга с паузой ;120;130;130;130;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;3;3;3;;;;;;;;;;;;;;1650;13;73%;126.9230769;174.86; 9.44   ;
;;;2 паузы;2 паузы;2 паузы;2 паузы;;;;;;;;;;;;;;;;;;;;
20.02.2015; Жим пауза 85-95 9х3 3с слинг 130 4х4 плчи трицепс;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим лежа с паузой;85;85;85;90;90;90;95;95;95;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;3;3;3;3;3;3;3;3;;;;;;;;;2430;27;71%;90;127.06; 19.12   ;
;;;3 с;;;;;;;;;;;;;;;;;;;;;;;
;;Жим лежа в слинге;120;130;130;130;130;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;4;4;4;3;;;;;;;;;;;;;2310;18;81%;128.3333333;158.82; 14.54   ;
;;Жим сидя в тренажере;45;45;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;20;20;;;;;;;;;;;;;;;;1800;40;28%;45;161.38; 11.15   ;
;;Махи сидя;10;10;10;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;450;45;59%;10;16.88; 26.66   ;
;;Жим книзу в блочном тренажере двумя руками;42;42;42;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;1512;36;38%;42;109.33; 13.83   ;
02.03.2015; После болезни жим присед тяга;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;70;80;90;90;90;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;4;4;4;;;;;;;;;;;;;1750;21;61%;83.33333333;137.5; 12.73   ;
;;Приседания со штангой на плечах;100;120;140;140;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;6;6;;;;;;;;;;;;;;2780;22;60%;126.3636364;210; 13.24   ;
;;Становая тяга;120;140;140;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;;;;;;;;;;;;;;;1600;12;63%;133.3333333;212.5; 7.53   ;
04.03.2015; Жим пауза 2с 85-95 9х3 плечи трицепс;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим лежа с паузой;85;85;85;90;90;90;95;95;95;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;3;3;3;3;3;3;3;3;;;;;;;;;2430;27;71%;90;127.06; 19.12   ;
;;;2с;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги узким хватом лежа;85;85;85;85;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;5;;;;;;;;;;;;;;1700;20;89%;85;95.62; 17.78   ;
;;Разведение гантелей в стороны стоя;11.3;11.3;11.3;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;508.5;45;48%;11.3;23.69; 21.46   ;
;;Подьем гантелей перед собой сидя;9;9;9;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;324;36;69%;9;12.96; 25.00   ;
;;Жим книзу в блочном тренажере двумя руками;35;35;35;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;20;20;20;;;;;;;;;;;;;;;2100;60;32%;35;109.33; 19.21   ;
;;;Слева;;;;;;;;;;;;;;;;;;;;;;;
06.03.2015; Присед пауза 125 3х4 тяга яма 140-160, пожст 180/6;;;;;;;;;;;;;;;;;;;;;;;;;
;;Присед с паузой внизу;125;125;125;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;;;;;;;;;;;;;;;1500;12;82%;125;152.73; 9.82   ;
;;Становая тяга из ямы;70;100;120;140;140;140;160;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;3;3;3;2;;;;;;;;;;;3030;26;58%;116.5384615;200; 15.15   ;
;;Становая тяга с плинтов;180;;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;6;;;;;;;;;;;;;;;;;1080;6;82%;180;220; 4.91   ;
;;Гиперэкстензия;20;20;20;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;720;36;35%;20;57.6; 12.50   ;
11.03.2015; Жим пауза 3с 85-95 9х3 спина бицепс;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим лежа с паузой;85;85;85;90;90;90;95;95;95;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;3;3;3;3;3;3;3;3;;;;;;;;;2430;27;71%;90;127.06; 19.12   ;
;;;3 с;;;;;;;;;;;;;;;;;;;;;;;
;;Жим с бруска;120;120;120;120;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;3;3;3;;;;;;;;;;;;;;1440;12;78%;120;154.29; 9.33   ;
;;; Брусок 8; Брусок 8; Брусок 8; Брусок 8;;;;;;;;;;;;;;;;;;;;
;;Верхний хаммер;45;45;45;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;2025;45;46%;45;98.18; 20.63   ;
;;Нижний хаммер;40;40;40;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;1800;45;60%;40;66.67; 27.00   ;
;;Подъем штанги на бицепс стоя;32.5;32.5;32.5;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;1170;36;49%;32.5;66.67; 17.55   ;
;;;Прямая штанга;;;;;;;;;;;;;;;;;;;;;;;
;;Подъем гантелей на бицепс сидя;10;10;10;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;20;20;20;;;;;;;;;;;;;;;600;60;51%;10;19.58; 30.64   ;
13.03.2015; Присед пауза140х3, тяга пауза 170х2 подст 190 3х2;;;;;;;;;;;;;;;;;;;;;;;;;
;;Присед с паузой внизу;100;120;140;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;3;3;;;;;;;;;;;;;;;1080;9;79%;120;152.73; 7.07   ;
;;Становая тяга с паузой ;70;100;120;140;160;170;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;3;3;2;;;;;;;;;;;;2400;20;69%;120;174.86; 13.73   ;
;;;Пауза в середине 3с;;;;;;;;;;;;;;;;;;;;;;;
;;Становая тяга с плинтов;190;190;190;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;2;2;2;;;;;;;;;;;;;;;1140;6;86%;190;220; 5.18   ;
18.03.2015; Жим пауза 5с 85-95 плечи бицепс трицепс;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим лежа с паузой;85;85;85;90;90;90;95;95;95;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;3;3;3;3;3;3;3;3;;;;;;;;;2430;27;71%;90;127.06; 19.12   ;
;;;5с;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги узким хватом лежа;85;85;85;85;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;4;;;;;;;;;;;;;;1360;16;89%;85;95.62; 14.22   ;
;;Жим сидя в тренажере;60;60;60;60;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;6;6;6;6;;;;;;;;;;;;;;1440;24;37%;60;161.38; 8.92   ;
;;Махи сидя;8;8;8;8;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;20;20;20;20;;;;;;;;;;;;;;640;80;47%;8;16.88; 37.91   ;
;;Жим книзу в блочном тренажере двумя руками;35;35;35;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;20;20;20;;;;;;;;;;;;;;;2100;60;32%;35;109.33; 19.21   ;
;;;Слева;;;;;;;;;;;;;;;;;;;;;;;
21.03.2015; Присед 140 4х4 тяга яма 170 3х1 плинты 190 3х2;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;140;140;140;140;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;4;;;;;;;;;;;;;;2240;16;67%;140;210; 10.67   ;
;;Становая тяга из ямы;70;100;120;140;160;170;170;170;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;3;2;1;1;1;;;;;;;;;;2410;20;60%;120.5;200; 12.05   ;
;;Становая тяга с плинтов;190;190;190;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;2;2;2;;;;;;;;;;;;;;;1140;6;86%;190;220; 5.18   ;
23.03.2015; Жим пауза 85-95 3/5/3 жим гант,спина плнчи;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим лежа с паузой;85;85;85;90;90;90;95;95;95;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;5;3;3;5;3;3;5;3;;;;;;;;;2970;33;71%;90;127.06; 23.37   ;
;;;2с;;;;;;;;;;;;;;;;;;;;;;;
;;Жим гантелей на скамье с наклоном вверх;25;25;25;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;1125;45;63%;25;39.6; 28.41   ;
;;Жим гантелей сидя;25;25;25;25;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;8;8;8;8;;;;;;;;;;;;;;800;32;68%;25;36.93; 21.66   ;
;;Верхний хаммер;40;40;40;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;1800;45;41%;40;98.18; 18.33   ;
;;Нижний хаммер;45;45;45;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;2025;45;67%;45;66.67; 30.37   ;
